Chapter_1_p13,paragraph,it sometimes happens that a woman is handsomer at twenty nine than she was ten years before and generally speaking if there has been neither ill health nor anxiety it is a time of life at which scarcely any charm is lost it was so with elizabeth still the same handsome miss elliot that she had begun to be thirteen years ago and sir walter might be excused therefore in forgetting her age or at least be deemed only half a fool for thinking himself and elizabeth as blooming as ever amidst the wreck of the good looks of everybody else for he could plainly see how old all the rest of his family and acquaintance were growing anne haggard mary coarse every face in the neighbourhood worsting and the rapid increase of the crow foot about lady russell temples had long been a distress to him 
Chapter_11_p368,paragraph,there was so much attachment to captain wentworth in all this and such a bewitching charm in a degree of hospitality so uncommon so unlike the usual style of give and take invitations and dinners of formality and display that anne felt her spirits not likely to be benefited by an increasing acquaintance among his brother officers these would have been all my friends was her thought and she had to struggle against a great tendency to lowness 
Chapter_5_p92,paragraph,this meeting of the two parties proved highly satisfactory and decided the whole business at once each lady was previously well disposed for an agreement and saw nothing therefore but good manners in the other and with regard to the gentlemen there was such an hearty good humour such an open trusting liberality on the admiral side as could not but influence sir walter who had besides been flattered into his very best and most polished behaviour by mr shepherd assurances of his being known by report to the admiral as a model of good breeding 
Chapter_13_p476,paragraph,as to the sad catastrophe itself it could be canvassed only in one style by a couple of steady sensible women whose judgements had to work on ascertained events and it was perfectly decided that it had been the consequence of much thoughtlessness and much imprudence that its effects were most alarming and that it was frightful to think how long miss musgrove recovery might yet be doubtful and how liable she would still remain to suffer from the concussion hereafter the admiral wound it up summarily by exclaiming 
Chapter_17_p580,paragraph,anne far from wishing to cavil at the pleasure replied i can easily believe it women of that class have great opportunities and if they are intelligent may be well worth listening to such varieties of human nature as they are in the habit of witnessing and it is not merely in its follies that they are well read for they see it occasionally under every circumstance that can be most interesting or affecting what instances must pass before them of ardent disinterested self denying attachment of heroism fortitude patience resignation: of all the conflicts and all the sacrifices that ennoble us most a sick chamber may often furnish the worth of volumes 
Chapter_21_p776,paragraph, it first came into my head replied mrs smith upon finding how much you were together and feeling it to be the most probable thing in the world to be wished for by everybody belonging to either of you and you may depend upon it that all your acquaintance have disposed of you in the same way but i never heard it spoken of till two days ago 
Chapter_10_p325,paragraph,the brow of the hill where they remained was a cheerful spot: louisa returned and mary finding a comfortable seat for herself on the step of a stile was very well satisfied so long as the others all stood about her but when louisa drew captain wentworth away to try for a gleaning of nuts in an adjoining hedge row and they were gone by degrees quite out of sight and sound mary was happy no longer she quarrelled with her own seat was sure louisa had got a much better somewhere and nothing could prevent her from going to look for a better also she turned through the same gate but could not see them anne found a nice seat for her on a dry sunny bank under the hedge row in which she had no doubt of their still being in some spot or other mary sat down for a moment but it would not do she was sure louisa had found a better seat somewhere else and she would go on till she overtook her 
Chapter_18_p614,paragraph, how is mary said elizabeth and without waiting for an answer and pray what brings the crofts to bath 
Chapter_21_p818,paragraph, can you really 
Chapter_21_p770,paragraph, now how i do wish i understood you how i do wish i knew what you were at i have a great idea that you do not design to be cruel when the right moment occurs till it does come you know we women never mean to have anybody it is a thing of course among us that every man is refused till he offers but why should you be cruel let me plead for my present friend i cannot call him but for my former friend where can you look for a more suitable match where could you expect a more gentlemanlike agreeable man let me recommend mr elliot i am sure you hear nothing but good of him from colonel wallis and who can know him better than colonel wallis 
Chapter_15_p525,paragraph,sir walter had taken a very good house in camden place a lofty dignified situation such as becomes a man of consequence and both he and elizabeth were settled there much to their satisfaction 
Chapter_23_p926,paragraph, certainly: captain benwick 
Chapter_14_p488,paragraph,though charles and mary had remained at lyme much longer after mr and mrs musgrove going than anne conceived they could have been at all wanted they were yet the first of the family to be at home again and as soon as possible after their return to uppercross they drove over to the lodge they had left louisa beginning to sit up but her head though clear was exceedingly weak and her nerves susceptible to the highest extreme of tenderness and though she might be pronounced to be altogether doing very well it was still impossible to say when she might be able to bear the removal home and her father and mother who must return in time to receive their younger children for the christmas holidays had hardly a hope of being allowed to bring her with them 
Chapter_14_p511,paragraph,this decision checked mary eagerness and stopped her short in the midst of the elliot countenance 
Chapter_7_p199,paragraph,alas with all her reasoning she found that to retentive feelings eight years may be little more than nothing 
Chapter_22_p848,paragraph, quite delightful cried mrs clay not daring however to turn her eyes towards anne exactly like father and son dear miss elliot may i not say father and son 
Chapter_22_p909,paragraph,the party separated the gentlemen had their own pursuits the ladies proceeded on their own business and they met no more while anne belonged to them she was earnestly begged to return and dine and give them all the rest of the day but her spirits had been so long exerted that at present she felt unequal to more and fit only for home where she might be sure of being as silent as she chose 
Chapter_9_p285,paragraph, now you are talking nonsense mary was therefore his answer it would not be a great match for henrietta but charles has a very fair chance through the spicers of getting something from the bishop in the course of a year or two and you will please to remember that he is the eldest son whenever my uncle dies he steps into very pretty property the estate at winthrop is not less than two hundred and fifty acres besides the farm near taunton which is some of the best land in the country i grant you that any of them but charles would be a very shocking match for henrietta and indeed it could not be he is the only one that could be possible but he is a very good natured good sort of a fellow and whenever winthrop comes into his hands he will make a different sort of place of it and live in a very different sort of way and with that property he will never be a contemptible man good freehold property no no henrietta might do worse than marry charles hayter and if she has him and louisa can get captain wentworth i shall be very well satisfied 
Chapter_3_p66,paragraph,but mrs clay was talking so eagerly with miss elliot that she did not hear the appeal 
Chapter_5_p96,paragraph,lady russell convinced that anne would not be allowed to be of any use or any importance in the choice of the house which they were going to secure was very unwilling to have her hurried away so soon and wanted to make it possible for her to stay behind till she might convey her to bath herself after christmas but having engagements of her own which must take her from kellynch for several weeks she was unable to give the full invitation she wished and anne though dreading the possible heats of september in all the white glare of bath and grieving to forego all the influence so sweet and so sad of the autumnal months in the country did not think that everything considered she wished to remain it would be most right and most wise and therefore must involve least suffering to go with the others 
Chapter_19_p669,paragraph,she had hardly spoken the words when mr elliot walked in captain wentworth recollected him perfectly there was no difference between him and the man who had stood on the steps at lyme admiring anne as she passed except in the air and look and manner of the privileged relation and friend he came in with eagerness appeared to see and think only of her apologised for his stay was grieved to have kept her waiting and anxious to get her away without further loss of time and before the rain increased and in another moment they walked off together her arm under his a gentle and embarrassed glance and a good morning to you being all that she had time for as she passed away 
Chapter_12_p415,paragraph,captain benwick obeyed and charles at the same moment disengaging himself from his wife they were both with him and louisa was raised up and supported more firmly between them and everything was done that anne had prompted but in vain while captain wentworth staggering against the wall for his support exclaimed in the bitterest agony 
Chapter_18_p646,paragraph,this was an opportunity which anne could not resist she said therefore i hope admiral i hope there is nothing in the style of captain wentworth letter to make you and mrs croft particularly uneasy it did seem last autumn as if there were an attachment between him and louisa musgrove but i hope it may be understood to have worn out on each side equally and without violence i hope his letter does not breathe the spirit of an ill used man 
Chapter_16_p563,paragraph,lady russell confessed she had expected something better but yet it was an acquaintance worth having and when anne ventured to speak her opinion of them to mr elliot he agreed to their being nothing in themselves but still maintained that as a family connexion as good company as those who would collect good company around them they had their value anne smiled and said 
Chapter_12_p430,paragraph,the surgeon was with them almost before it had seemed possible they were sick with horror while he examined but he was not hopeless the head had received a severe contusion but he had seen greater injuries recovered from: he was by no means hopeless he spoke cheerfully 
Chapter_6_p154,paragraph,mrs croft though neither tall nor fat had a squareness uprightness and vigour of form which gave importance to her person she had bright dark eyes good teeth and altogether an agreeable face though her reddened and weather beaten complexion the consequence of her having been almost as much at sea as her husband made her seem to have lived some years longer in the world than her real eight and thirty her manners were open easy and decided like one who had no distrust of herself and no doubts of what to do without any approach to coarseness however or any want of good humour anne gave her credit indeed for feelings of great consideration towards herself in all that related to kellynch and it pleased her: especially as she had satisfied herself in the very first half minute in the instant even of introduction that there was not the smallest symptom of any knowledge or suspicion on mrs croft side to give a bias of any sort she was quite easy on that head and consequently full of strength and courage till for a moment electrified by mrs croft suddenly saying 
Chapter_10_p314,paragraph,it was spoken with enthusiasm 
Chapter_14_p492,paragraph, oh captain benwick is very well i believe but he is a very odd young man i do not know what he would be at we asked him to come home with us for a day or two: charles undertook to give him some shooting and he seemed quite delighted and for my part i thought it was all settled when behold on tuesday night he made a very awkward sort of excuse he never shot and he had been quite misunderstood and he had promised this and he had promised that and the end of it was i found that he did not mean to come i suppose he was afraid of finding it dull but upon my word i should have thought we were lively enough at the cottage for such a heart broken man as captain benwick 
Chapter_11_p354,paragraph,it would place her in the same village with captain wentworth within half a mile of him they would have to frequent the same church and there must be intercourse between the two families this was against her but on the other hand he spent so much of his time at uppercross that in removing thence she might be considered rather as leaving him behind than as going towards him and upon the whole she believed she must on this interesting question be the gainer almost as certainly as in her change of domestic society in leaving poor mary for lady russell 
Chapter_20_p716,paragraph, i will not oppose such kind politeness but i should be sorry to be examined by a real proficient 
Chapter_13_p458,paragraph,charles was to return to lyme the same afternoon and his father had at first half a mind to go with him but the ladies could not consent it would be going only to multiply trouble to the others and increase his own distress and a much better scheme followed and was acted upon a chaise was sent for from crewkherne and charles conveyed back a far more useful person in the old nursery maid of the family one who having brought up all the children and seen the very last the lingering and long petted master harry sent to school after his brothers was now living in her deserted nursery to mend stockings and dress all the blains and bruises she could get near her and who consequently was only too happy in being allowed to go and help nurse dear miss louisa vague wishes of getting sarah thither had occurred before to mrs musgrove and henrietta but without anne it would hardly have been resolved on and found practicable so soon 
Chapter_18_p651,paragraph, yes yes i understand you but there is nothing at all of that nature in the letter he does not give the least fling at benwick does not so much as say i wonder at it i have a reason of my own for wondering at it no you would not guess from his way of writing that he had ever thought of this miss (what her name ) for himself he very handsomely hopes they will be happy together and there is nothing very unforgiving in that i think 
Chapter_20_p737,paragraph,a few minutes though as few as possible were inevitably consumed and when her own mistress again when able to turn and look as she had done before she found herself accosted by captain wentworth in a reserved yet hurried sort of farewell he must wish her good night he was going he should get home as fast as he could 
Chapter_21_p753,paragraph, but i ought to have looked about me more said anne conscious while she spoke that there had in fact been no want of looking about that the object only had been deficient 
Chapter_23_p981,paragraph,their first meeting in milsom street afforded much to be said but the concert still more that evening seemed to be made up of exquisite moments the moment of her stepping forward in the octagon room to speak to him: the moment of mr elliot appearing and tearing her away and one or two subsequent moments marked by returning hope or increasing despondency were dwelt on with energy 
Chapter_7_p185,paragraph, well if you do not think it too late to give notice for yourself suppose you were to go as well as your husband leave little charles to my care mr and mrs musgrove cannot think it wrong while i remain with him 
Chapter_1_p12,paragraph,a few years before anne elliot had been a very pretty girl but her bloom had vanished early and as even in its height her father had found little to admire in her (so totally different were her delicate features and mild dark eyes from his own) there could be nothing in them now that she was faded and thin to excite his esteem he had never indulged much hope he had now none of ever reading her name in any other page of his favourite work all equality of alliance must rest with elizabeth for mary had merely connected herself with an old country family of respectability and large fortune and had therefore given all the honour and received none: elizabeth would one day or other marry suitably 
Chapter_13_p478,paragraph,admiral croft manners were not quite of the tone to suit lady russell but they delighted anne his goodness of heart and simplicity of character were irresistible 
Chapter_1_p10,paragraph,that lady russell of steady age and character and extremely well provided for should have no thought of a second marriage needs no apology to the public which is rather apt to be unreasonably discontented when a woman does marry again than when she does not but sir walter continuing in singleness requires explanation be it known then that sir walter like a good father (having met with one or two private disappointments in very unreasonable applications) prided himself on remaining single for his dear daughters sake for one daughter his eldest he would really have given up any thing which he had not been very much tempted to do elizabeth had succeeded at sixteen to all that was possible of her mother rights and consequence and being very handsome and very like himself her influence had always been great and they had gone on together most happily his two other children were of very inferior value mary had acquired a little artificial importance by becoming mrs charles musgrove but anne with an elegance of mind and sweetness of character which must have placed her high with any people of real understanding was nobody with either father or sister her word had no weight her convenience was always to give way she was only anne 
Chapter_19_p677,paragraph,anne would have been particularly obliged to her cousin if he would have walked by her side all the way to camden place without saying a word she had never found it so difficult to listen to him though nothing could exceed his solicitude and care and though his subjects were principally such as were wont to be always interesting: praise warm just and discriminating of lady russell and insinuations highly rational against mrs clay but just now she could think only of captain wentworth she could not understand his present feelings whether he were really suffering much from disappointment or not and till that point were settled she could not be quite herself 
Chapter_22_p858,paragraph, very well said elizabeth i have nothing to send but my love oh you may as well take back that tiresome book she would lend me and pretend i have read it through i really cannot be plaguing myself for ever with all the new poems and states of the nation that come out lady russell quite bores one with her new publications you need not tell her so but i thought her dress hideous the other night i used to think she had some taste in dress but i was ashamed of her at the concert something so formal and arrang in her air and she sits so upright my best love of course 
Chapter_19_p679,paragraph,another circumstance very essential for her to know was how long he meant to be in bath he had not mentioned it or she could not recollect it he might be only passing through but it was more probable that he should be come to stay in that case so liable as every body was to meet every body in bath lady russell would in all likelihood see him somewhere would she recollect him how would it all be 
Chapter_13_p459,paragraph,they were indebted the next day to charles hayter for all the minute knowledge of louisa which it was so essential to obtain every twenty four hours he made it his business to go to lyme and his account was still encouraging the intervals of sense and consciousness were believed to be stronger every report agreed in captain wentworth appearing fixed in lyme 
Chapter_14_p496,paragraph, no admitted charles i do not know that he ever does in a general way but however it is a very clear thing that he admires you exceedingly his head is full of some books that he is reading upon your recommendation and he wants to talk to you about them he has found out something or other in one of them which he thinks oh i cannot pretend to remember it but it was something very fine i overheard him telling henrietta all about it and then miss elliot was spoken of in the highest terms now mary i declare it was so i heard it myself and you were in the other room elegance sweetness beauty oh there was no end of miss elliot charms 
Chapter_3_p57,paragraph, nay sir walter cried mrs clay this is being severe indeed have a little mercy on the poor men we are not all born to be handsome the sea is no beautifier certainly sailors do grow old betimes i have observed it they soon lose the look of youth but then is not it the same with many other professions perhaps most other soldiers in active service are not at all better off: and even in the quieter professions there is a toil and a labour of the mind if not of the body which seldom leaves a man looks to the natural effect of time the lawyer plods quite care worn the physician is up at all hours and travelling in all weather and even the clergyman she stopt a moment to consider what might do for the clergyman and even the clergyman you know is obliged to go into infected rooms and expose his health and looks to all the injury of a poisonous atmosphere in fact as i have long been convinced though every profession is necessary and honourable in its turn it is only the lot of those who are not obliged to follow any who can live in a regular way in the country choosing their own hours following their own pursuits and living on their own property without the torment of trying for more it is only their lot i say to hold the blessings of health and a good appearance to the utmost: i know no other set of men but what lose something of their personableness when they cease to be quite young 
Chapter_3_p65,paragraph, and a very well spoken genteel shrewd lady she seemed to be continued he asked more questions about the house and terms and taxes than the admiral himself and seemed more conversant with business and moreover sir walter i found she was not quite unconnected in this country any more than her husband that is to say she is sister to a gentleman who did live amongst us once she told me so herself: sister to the gentleman who lived a few years back at monkford bless me what was his name at this moment i cannot recollect his name though i have heard it so lately penelope my dear can you help me to the name of the gentleman who lived at monkford: mrs croft brother 
Chapter_21_p754,paragraph, no no you were better employed you need not tell me that you had a pleasant evening i see it in your eye i perfectly see how the hours passed: that you had always something agreeable to listen to in the intervals of the concert it was conversation 
Chapter_21_p773,paragraph, no said anne i can readily believe all that of my cousin he seems to have a calm decided temper not at all open to dangerous impressions i consider him with great respect i have no reason from any thing that has fallen within my observation to do otherwise but i have not known him long and he is not a man i think to be known intimately soon will not this manner of speaking of him mrs smith convince you that he is nothing to me surely this must be calm enough and upon my word he is nothing to me should he ever propose to me (which i have very little reason to imagine he has any thought of doing) i shall not accept him i assure you i shall not i assure you mr elliot had not the share which you have been supposing in whatever pleasure the concert of last night might afford: not mr elliot it is not mr elliot that 
Chapter_20_p707,paragraph,the delightful emotions were a little subdued when on stepping back from the group to be joined again by captain wentworth she saw that he was gone she was just in time to see him turn into the concert room he was gone he had disappeared she felt a moment regret but they should meet again he would look for her he would find her out before the evening were over and at present perhaps it was as well to be asunder she was in need of a little interval for recollection 
Chapter_14_p524,paragraph,she was put down in camden place and lady russell then drove to her own lodgings in rivers street 
Chapter_2_p32,paragraph,there had been three alternatives london bath or another house in the country all anne wishes had been for the latter a small house in their own neighbourhood where they might still have lady russell society still be near mary and still have the pleasure of sometimes seeing the lawns and groves of kellynch was the object of her ambition but the usual fate of anne attended her in having something very opposite from her inclination fixed on she disliked bath and did not think it agreed with her and bath was to be her home 
Chapter_12_p422,paragraph,anne attending with all the strength and zeal and thought which instinct supplied to henrietta still tried at intervals to suggest comfort to the others tried to quiet mary to animate charles to assuage the feelings of captain wentworth both seemed to look to her for directions 
Chapter_20_p711,paragraph,these were thoughts with their attendant visions which occupied and flurried her too much to leave her any power of observation and she passed along the room without having a glimpse of him without even trying to discern him when their places were determined on and they were all properly arranged she looked round to see if he should happen to be in the same part of the room but he was not her eye could not reach him and the concert being just opening she must consent for a time to be happy in a humbler way 
Chapter_10_p311,paragraph,anne object was not to be in the way of anybody and where the narrow paths across the fields made many separations necessary to keep with her brother and sister her pleasure in the walk must arise from the exercise and the day from the view of the last smiles of the year upon the tawny leaves and withered hedges and from repeating to herself some few of the thousand poetical descriptions extant of autumn that season of peculiar and inexhaustible influence on the mind of taste and tenderness that season which had drawn from every poet worthy of being read some attempt at description or some lines of feeling she occupied her mind as much as possible in such like musings and quotations but it was not possible that when within reach of captain wentworth conversation with either of the miss musgroves she should not try to hear it yet she caught little very remarkable it was mere lively chat such as any young persons on an intimate footing might fall into he was more engaged with louisa than with henrietta louisa certainly put more forward for his notice than her sister this distinction appeared to increase and there was one speech of louisa which struck her after one of the many praises of the day which were continually bursting forth captain wentworth added: 
Chapter_12_p394,paragraph, no ma am he did not mention no particular family but he said his master was a very rich gentleman and would be a baronight some day 
Chapter_6_p161,paragraph,he was cut short by the eager attacks of the little boys clinging to him like an old friend and declaring he should not go and being too much engrossed by proposals of carrying them away in his coat pockets &c to have another moment for finishing or recollecting what he had begun anne was left to persuade herself as well as she could that the same brother must still be in question she could not however reach such a degree of certainty as not to be anxious to hear whether anything had been said on the subject at the other house where the crofts had previously been calling 
Chapter_17_p594,paragraph, mr elliot is an exceedingly agreeable man and in many respects i think highly of him said anne but we should not suit 
Chapter_8_p255,paragraph, my feelings you see did not prevent my taking mrs harville and all her family to plymouth 
Chapter_24_p1004,paragraph,anne satisfied at a very early period of lady russell meaning to love captain wentworth as she ought had no other alloy to the happiness of her prospects than what arose from the consciousness of having no relations to bestow on him which a man of sense could value there she felt her own inferiority very keenly the disproportion in their fortune was nothing it did not give her a moment regret but to have no family to receive and estimate him properly nothing of respectability of harmony of good will to offer in return for all the worth and all the prompt welcome which met her in his brothers and sisters was a source of as lively pain as her mind could well be sensible of under circumstances of otherwise strong felicity she had but two friends in the world to add to his list lady russell and mrs smith to those however he was very well disposed to attach himself lady russell in spite of all her former transgressions he could now value from his heart while he was not obliged to say that he believed her to have been right in originally dividing them he was ready to say almost everything else in her favour and as for mrs smith she had claims of various kinds to recommend her quickly and permanently 
Chapter_9_p290,paragraph, well i am very glad indeed: but i always thought you would have it i always thought you sure it did not appear to me that in short you know dr shirley must have a curate and you had secured his promise is he coming louisa 
Chapter_23_p956,paragraph,such a letter was not to be soon recovered from half an hour solitude and reflection might have tranquillized her but the ten minutes only which now passed before she was interrupted with all the restraints of her situation could do nothing towards tranquillity every moment rather brought fresh agitation it was overpowering happiness and before she was beyond the first stage of full sensation charles mary and henrietta all came in 
Chapter_8_p224,paragraph, phoo phoo cried the admiral what stuff these young fellows talk never was a better sloop than the asp in her day for an old built sloop you would not see her equal lucky fellow to get her he knows there must have been twenty better men than himself applying for her at the same time lucky fellow to get anything so soon with no more interest than his 
Chapter_8_p235,paragraph, and i am sure sir said mrs musgrove it was a lucky day for us when you were put captain into that ship we shall never forget what you did 
Chapter_23_p960,paragraph,anxious to omit no possible precaution anne struggled and said 
Chapter_3_p47,paragraph, they would look around them no doubt and bless their good fortune said mrs clay for mrs clay was present: her father had driven her over nothing being of so much use to mrs clay health as a drive to kellynch: but i quite agree with my father in thinking a sailor might be a very desirable tenant i have known a good deal of the profession and besides their liberality they are so neat and careful in all their ways these valuable pictures of yours sir walter if you chose to leave them would be perfectly safe everything in and about the house would be taken such excellent care of the gardens and shrubberies would be kept in almost as high order as they are now you need not be afraid miss elliot of your own sweet flower gardens being neglected 
Chapter_5_p127,paragraph, oh yes i went i was very well yesterday nothing at all the matter with me till this morning it would have been strange if i had not gone 
